X,Y,ID
2340,363,1564
2345,363,1498
2504,363,1479
2538,363,1478
2638,363,1283
2697,363,253
2699,363,1283
2716,363,4110
2746,363,1282
2797,363,1975
2867,363,1266
2932,363,1267
2972,363,1259
2989,363,16
2996,363,4163
3021,363,7
3025,363,4166
3027,363,3
3028,363,4166
3030,363,3
3042,363,2
3048,363,3
3065,363,1255
3093,363,25
3102,363,1926
3103,363,25
3104,363,1926
3151,363,1256
3185,363,37
3219,363,1834
3236,363,274
3261,363,4148
3266,363,311
3301,363,310
3308,363,1752
3324,363,4260
3345,363,1959
3368,363,4117
3401,363,4250
3410,363,308
3432,363,1753
3463,363,1957
3491,363,1083
3549,363,1079
3600,363,1972
3616,363,4266
3652,363,1962
3669,363,305
3712,363,1078
3786,363,2427
3814,363,1075
3877,363,1074
3902,363,4690
3916,363,1071
3966,363,2428
4026,363,2433
4119,363,1064
4218,363,2432
4297,363,2443
4328,363,1062
4406,363,2442
4484,363,1055
4606,363,2435
4691,363,2446
4698,363,1052
4877,363,1047
4970,363,1043
4998,363,1384
5018,363,1381
5252,363,1034
5334,363,1442
5378,363,1666
5486,363,1668
0,364,1683
82,364,1685
301,364,1686
550,364,1684
734,364,1558
868,364,2484
882,364,2485
888,364,1558
890,364,874
891,364,1558
893,364,2485
914,364,2486
944,364,2487
966,364,2488
988,364,2608
1048,364,4917
1074,364,2501
1102,364,2006
1156,364,2503
1191,364,4918
1220,364,2510
1246,364,909
1254,364,906
1269,364,2016
1306,364,4902
1324,364,908
1347,364,2517
1349,364,910
1383,364,1663
1426,364,4898
1434,364,1663
1485,364,1001
1505,364,2588
1543,364,991
1566,364,2581
1593,364,1805
1644,364,2580
1676,364,4924
1678,364,994
1705,364,1490
1710,364,2583
1718,364,2582
1723,364,2567
1744,364,2571
1767,364,2572
1775,364,985
1779,364,2572
1791,364,1491
1838,364,983
1842,364,1491
1909,364,1494
1922,364,2573
1924,364,1494
1943,364,2573
1948,364,1494
1964,364,2573
1973,364,980
1982,364,1495
2070,364,1496
2099,364,1565
2201,364,1497
2338,364,1564
2347,364,1498
2502,364,1479
2542,364,1478
2638,364,1283
2716,364,4110
2745,364,1282
2794,364,1280
2797,364,1975
2868,364,1266
2932,364,1267
2970,364,1984
2972,364,1259
2989,364,16
2996,364,4163
3022,364,4166
3030,364,3
3043,364,2
3047,364,3
3067,364,1255
3093,364,25
3101,364,1926
3151,364,1256
3156,364,39
3159,364,1256
3186,364,37
3219,364,1834
3236,364,274
3261,364,4148
3267,364,311
3301,364,310
3307,364,1752
3327,364,4260
3343,364,1959
3368,364,4117
3401,364,4250
3410,364,308
3432,364,1753
3462,364,1957
3490,364,1083
3549,364,1079
3600,364,1972
3616,364,4266
3652,364,1962
3670,364,305
3712,364,1078
3787,364,2427
3814,364,1075
3877,364,1074
3901,364,4690
3917,364,1071
3966,364,2428
4026,364,2433
4119,364,1064
4218,364,2432
4297,364,2443
4327,364,1062
4407,364,2442
4483,364,1055
4605,364,2435
4690,364,2446
4699,364,1052
4878,364,1047
4971,364,1043
4994,364,1384
5018,364,1381
5251,364,1034
5334,364,1442
5378,364,1667
5381,364,1666
5484,364,1668
0,365,1683
82,365,1685
301,365,1686
551,365,1684
734,365,1558
868,365,2484
881,365,2485
887,365,1558
893,365,2485
913,365,2486
944,365,2487
965,365,2488
989,365,2608
1048,365,4917
1075,365,2501
1102,365,2006
1155,365,2503
1190,365,4918
1221,365,2510
1245,365,909
1255,365,906
1270,365,2016
1307,365,4902
1324,365,908
1347,365,2517
1351,365,910
1382,365,1663
1425,365,4898
1432,365,1663
1486,365,1001
1506,365,2588
1542,365,991
1567,365,2581
1594,365,1805
1641,365,4895
1644,365,2580
1674,365,990
1678,365,994
1704,365,1490
1709,365,2583
1717,365,2582
1722,365,2567
1745,365,2571
1767,365,2572
1774,365,985
1787,365,2572
1790,365,1491
1840,365,983
1842,365,1491
1907,365,1494
1922,365,2573
1925,365,1494
1942,365,2573
1948,365,1494
1963,365,2573
1973,365,980
1982,365,1495
2071,365,1496
2097,365,1565
2203,365,1497
2336,365,1564
2349,365,1498
2501,365,1479
2544,365,1478
2638,365,1283
2693,365,253
2695,365,1283
2707,365,4364
2708,365,1283
2716,365,4110
2740,365,1282
2752,365,251
2756,365,1282
2760,365,251
2766,365,1282
2773,365,251
2775,365,1282
2790,365,1280
2797,365,1975
2869,365,1266
2933,365,1267
2969,365,1984
2971,365,1259
2990,365,16
2993,365,4163
3022,365,4166
3030,365,3
3067,365,1255
3092,365,25
3100,365,1926
3151,365,1256
3154,365,39
3159,365,1256
3186,365,37
3218,365,1834
3235,365,274
3260,365,4148
3273,365,311
3301,365,310
3307,365,1752
3332,365,4260
3342,365,1959
3368,365,4117
3401,365,4250
3410,365,308
3435,365,1753
3462,365,1957
3489,365,1083
3549,365,1079
3601,365,1972
3617,365,4266
3652,365,1962
3672,365,305
3711,365,1078
3788,365,2427
3813,365,1075
3878,365,1074
3900,365,4690
3920,365,1071
3966,365,2428
4026,365,2433
4118,365,1064
4218,365,2432
4296,365,2443
4324,365,1062
4408,365,2442
4483,365,1055
4605,365,2435
4668,365,2446
4675,365,2435
4690,365,2446
4700,365,1052
4878,365,1047
4973,365,1043
4992,365,1384
5018,365,1381
5242,365,1034
5244,365,1381
5250,365,1034
5334,365,1442
5378,365,1667
5382,365,1666
5483,365,1668
0,366,1683
83,366,1685
301,366,1686
551,366,1684
735,366,1558
868,366,2484
881,366,2485
890,366,1558
891,366,2485
912,366,2486
945,366,2487
963,366,2488
990,366,2608
1048,366,4917
1076,366,2501
1101,366,2006
1154,366,2503
1190,366,4918
1221,366,2510
1244,366,909
1256,366,906
1271,366,2016
1307,366,4902
1321,366,908
1347,366,2517
1352,366,910
1381,366,1663
1422,366,4898
1431,366,1663
1485,366,1001
1508,366,2588
1542,366,991
1567,366,2581
1594,366,1805
1639,366,4895
1645,366,2580
1673,366,990
1681,366,994
1703,366,1490
1708,366,2583
1716,366,2582
1721,366,2567
1746,366,2571
1750,366,4896
1753,366,2571
1767,366,2572
1773,366,985
1787,366,2572
1788,366,1491
1906,366,1494
1922,366,2573
1926,366,1494
1940,366,2573
1948,366,1494
1963,366,2573
1974,366,980
1982,366,1495
2073,366,1496
2095,366,1565
2205,366,1497
2329,366,1564
2353,366,1498
2499,366,1479
2546,366,1478
2638,366,1283
2689,366,253
2696,366,1283
2706,366,4364
2709,366,1283
2716,366,4110
2743,366,1282
2751,366,251
2776,366,1282
2782,366,1280
2797,366,1975
2870,366,1266
2933,366,1267
2967,366,1984
2970,366,1259
2991,366,4163
3022,366,4166
3029,366,3
3066,366,1255
3092,366,25
3099,366,1926
3151,366,39
3159,366,1256
3186,366,37
3217,366,1834
3234,366,274
3260,366,4148
3275,366,311
3301,366,310
3307,366,1752
3334,366,4260
3340,366,1959
3368,366,4117
3401,366,4147
3403,366,4250
3409,366,308
3435,366,1753
3462,366,1957
3489,366,1083
3549,366,1079
3601,366,1972
3618,366,4266
3652,366,1962
3673,366,305
3711,366,1078
3790,366,2427
3812,366,1075
3879,366,1074
3886,366,1075
3889,366,1074
3896,366,1075
3899,366,4690
3920,366,1071
3967,366,2428
4025,366,2433
4118,366,1064
4218,366,2432
4295,366,2443
4322,366,1062
4408,366,2442
4482,366,1055
4605,366,2435
4667,366,2446
4679,366,2435
4682,366,2446
4686,366,2435
4689,366,2446
4701,366,1052
4878,366,1047
4975,366,1043
4991,366,1384
5019,366,1381
5241,366,1034
5334,366,1442
5378,366,1667
5384,366,1666
5481,366,1668
0,367,1683
83,367,1685
301,367,1686
552,367,1684
735,367,1558
869,367,2484
881,367,2485
911,367,2486
946,367,2487
954,367,2488
990,367,2608
1048,367,4917
1077,367,2501
1100,367,2006
1154,367,2503
1190,367,4918
1222,367,2510
1226,367,909
1257,367,906
1271,367,2016
1308,367,4902
1320,367,908
1347,367,2517
1352,367,910
1380,367,1663
1421,367,4898
1429,367,1663
1484,367,1001
1509,367,2588
1542,367,991
1568,367,2581
1582,367,4894
1587,367,2581
1594,367,1805
1637,367,4895
1645,367,2580
1673,367,990
1682,367,994
1698,367,1490
1707,367,2583
1716,367,2582
1720,367,2567
1747,367,2571
1750,367,4896
1754,367,2571
1767,367,2572
1772,367,985
1787,367,1491
1791,367,985
1795,367,1491
1905,367,1494
1923,367,2573
1928,367,1494
1935,367,2573
1947,367,1494
1962,367,2573
1969,367,1494
1970,367,2573
1975,367,980
1982,367,1495
2074,367,1496
2094,367,1565
2207,367,1497
2327,367,1564
2357,367,1498
2497,367,1479
2548,367,1478
2638,367,1283
2689,367,253
2695,367,1283
2702,367,4364
2704,367,1283
2707,367,4364
2710,367,1283
2717,367,4110
2742,367,1282
2746,367,251
2778,367,1280
2797,367,1975
2871,367,1266
2934,367,1267
2962,367,1984
2969,367,1259
2992,367,4163
3021,367,4166
3029,367,3
3066,367,1255
3088,367,25
3090,367,1255
3091,367,25
3100,367,1926
3147,367,39
3160,367,1256
3186,367,37
3217,367,1834
3234,367,274
3255,367,1960
3260,367,4148
3277,367,311
3301,367,1752
3304,367,310
3306,367,1752
3337,367,4260
3339,367,1959
3369,367,4117
3401,367,4147
3406,367,4250
3407,367,308
3435,367,1753
3462,367,1957
3488,367,1083
3549,367,1079
3601,367,1972
3618,367,4266
3652,367,1962
3674,367,305
3710,367,1078
3792,367,2427
3811,367,1075
3899,367,4690
3920,367,1071
3968,367,2428
4025,367,2433
4118,367,1064
4218,367,2432
4291,367,2443
4322,367,1062
4408,367,2442
4482,367,1055
4605,367,2435
4667,367,2446
4687,367,2435
4688,367,2446
4701,367,1052
4877,367,1047
4976,367,1043
4990,367,1384
5019,367,1381
5240,367,1034
5334,367,1442
5377,367,1667
5387,367,1666
5480,367,1668
0,368,1683
83,368,1685
301,368,1686
552,368,1684
736,368,1558
871,368,2484
880,368,2485
910,368,2486
946,368,2487
952,368,2488
991,368,2608
1048,368,4917
1077,368,2501
1099,368,2006
1153,368,2503
1189,368,4918
1223,368,2510
1226,368,909
1257,368,906
1272,368,2016
1307,368,4902
1320,368,908
1347,368,2517
1354,368,910
1379,368,1663
1420,368,4898
1429,368,1663
1483,368,1001
1518,368,2588
1542,368,991
1569,368,2581
1581,368,4894
1588,368,2581
1595,368,1805
1636,368,4895
1647,368,2580
1672,368,990
1682,368,994
1697,368,1490
1706,368,2583
1716,368,2582
1719,368,2567
1747,368,2571
1749,368,4896
1758,368,2571
1767,368,2572
1771,368,985
1795,368,1491
1902,368,1494
1924,368,2573
1929,368,1494
1934,368,2573
1946,368,1494
1962,368,2573
1968,368,1494
1970,368,2573
1975,368,980
1982,368,1495
2076,368,1496
2093,368,1565
2209,368,1497
2320,368,1564
2361,368,1498
2495,368,1479
2550,368,1478
2638,368,1283
2692,368,253
2695,368,1283
2702,368,4364
2704,368,1283
2707,368,4364
2710,368,1283
2715,368,4110
2741,368,1282
2744,368,252
2745,368,251
2778,368,1280
2798,368,1975
2871,368,1266
2935,368,1267
2961,368,1984
2969,368,1259
2992,368,4163
3021,368,4166
3029,368,3
3066,368,1255
3088,368,25
3100,368,1926
3145,368,39
3160,368,1256
3186,368,37
3218,368,1834
3234,368,274
3254,368,1960
3260,368,4148
3278,368,311
3300,368,1752
3338,368,1959
3369,368,4117
3400,368,4147
3407,368,308
3435,368,1753
3462,368,1957
3488,368,1083
3548,368,1079
3601,368,1972
3620,368,4266
3652,368,1962
3674,368,305
3710,368,1078
3793,368,2427
3810,368,1075
3900,368,4690
3921,368,1071
3969,368,2428
4024,368,2433
4118,368,1064
4218,368,2432
4290,368,2443
4321,368,1062
4408,368,2442
4481,368,1055
4605,368,2435
4667,368,2446
4702,368,1052
4876,368,1047
4976,368,1043
4990,368,1384
5020,368,1381
5239,368,1034
5333,368,1442
5377,368,1667
5388,368,1666
5478,368,1668
0,369,1683
84,369,1685
301,369,1686
552,369,1684
736,369,1558
874,369,2484
878,369,2485
909,369,2486
946,369,2487
950,369,2488
992,369,2608
1048,369,4917
1079,369,2501
1098,369,2006
1153,369,2503
1189,369,4918
1225,369,909
1257,369,906
1272,369,2016
1306,369,4902
1319,369,908
1347,369,2517
1355,369,910
1378,369,1663
1418,369,4898
1428,369,1663
1484,369,1001
1520,369,2588
1541,369,991
1570,369,2581
1580,369,4894
1595,369,1805
1634,369,4895
1651,369,2580
1670,369,990
1682,369,994
1696,369,1490
1699,369,2583
1701,369,1490
1704,369,2583
1717,369,2582
1718,369,2567
1748,369,4896
1761,369,2571
1767,369,985
1795,369,1491
1806,369,983
1808,369,1491
1860,369,982
1863,369,1491
1900,369,1494
1925,369,2573
1928,369,1494
1933,369,2573
1945,369,1494
1961,369,2573
1967,369,1494
1970,369,2573
1975,369,980
1981,369,1495
2077,369,1496
2091,369,1565
2213,369,1497
2315,369,1564
2363,369,1498
2493,369,1479
2554,369,1478
2637,369,1283
2701,369,4364
2710,369,1283
2715,369,4110
2740,369,1282
2743,369,252
2746,369,251
2778,369,1280
2798,369,1975
2871,369,1266
2935,369,1267
2960,369,1984
2970,369,1259
2992,369,4163
3021,369,4166
3029,369,3
3066,369,1255
3088,369,25
3100,369,1926
3144,369,39
3162,369,1256
3187,369,37
3220,369,1834
3236,369,274
3253,369,1960
3260,369,4148
3278,369,311
3300,369,1752
3338,369,1959
3370,369,4117
3398,369,4147
3408,369,308
3435,369,1753
3442,369,1956
3445,369,1753
3462,369,1957
3488,369,1083
3548,369,1079
3600,369,1972
3623,369,4266
3652,369,1962
3674,369,305
3709,369,1078
3795,369,2427
3809,369,1075
3899,369,4690
3922,369,1071
3969,369,2428
4023,369,2433
4118,369,1064
4218,369,2432
4289,369,2443
4322,369,1062
4409,369,2442
4481,369,1055
4605,369,2435
4665,369,2446
4702,369,1052
4875,369,1047
4977,369,1043
4989,369,1384
5020,369,1381
5241,369,1034
5333,369,1442
5376,369,1667
5390,369,1666
5477,369,1668
0,370,1683
84,370,1685
302,370,1686
553,370,1684
736,370,1558
871,370,2485
907,370,2486
942,370,2488
992,370,2608
1047,370,4917
1083,370,2501
1096,370,2006
1153,370,2503
1188,370,4918
1225,370,909
1256,370,906
1273,370,2016
1306,370,4902
1319,370,908
1347,370,2517
1356,370,910
1376,370,1663
1418,370,4898
1427,370,1663
1483,370,1001
1521,370,2588
1540,370,991
1572,370,2581
1577,370,4894
1596,370,1805
1633,370,4895
1652,370,2580
1668,370,990
1682,370,994
1695,370,1490
1698,370,2583
1700,370,1490
1702,370,2583
1717,370,2567
1748,370,4896
1762,370,2571
1766,370,985
1794,370,1491
1804,370,983
1808,370,1491
1859,370,982
1863,370,1491
1899,370,1494
1926,370,2573
1928,370,1494
1933,370,2573
1945,370,1494
1961,370,2573
1966,370,1494
1970,370,2573
1975,370,980
1981,370,1495
2079,370,1496
2089,370,1565
2215,370,1497
2313,370,1564
2365,370,1498
2492,370,1479
2556,370,1478
2632,370,1286
2635,370,1478
2636,370,1283
2690,370,253
2694,370,1283
2701,370,4364
2710,370,1283
2712,370,4364
2713,370,1283
2715,370,4110
2739,370,1282
2742,370,252
2746,370,251
2779,370,1280
2798,370,1975
2872,370,1266
2936,370,1267
2959,370,1984
2970,370,1259
2992,370,4163
2999,370,26
3003,370,4163
3020,370,4166
3030,370,3
3067,370,1255
3088,370,25
3099,370,1926
3144,370,39
3163,370,1256
3187,370,37
3220,370,1834
3227,370,4241
3229,370,1834
3237,370,274
3252,370,1960
3261,370,4148
3279,370,311
3300,370,1752
3338,370,1959
3371,370,4117
3398,370,4147
3408,370,308
3434,370,1956
3437,370,1753
3439,370,1956
3446,370,1753
3462,370,1957
3488,370,1083
3548,370,1079
3599,370,1972
3624,370,4266
3652,370,1962
3674,370,305
3709,370,1078
3796,370,2427
3807,370,1076
3808,370,1075
3899,370,4690
3922,370,1071
3970,370,2428
4023,370,2433
4118,370,1064
4218,370,2432
4289,370,2443
4322,370,1062
4408,370,2442
4480,370,1055
4604,370,2435
4664,370,2446
4703,370,1052
4874,370,1047
4977,370,1043
4986,370,1384
5020,370,1381
5242,370,1034
5333,370,1442
5375,370,1667
5393,370,1666
5474,370,1668
0,371,1683
84,371,1685
302,371,1686
552,371,1684
737,371,1558
870,371,2485
906,371,2486
941,371,2488
993,371,2608
1047,371,4917
1084,371,2501
1094,371,2006
1153,371,2503
1188,371,4918
1225,371,909
1256,371,906
1273,371,2016
1306,371,4902
1318,371,908
1346,371,2517
1356,371,910
1375,371,1663
1415,371,4898
1427,371,1663
1483,371,1001
1532,371,2588
1539,371,991
1572,371,4894
1597,371,1805
1630,371,4895
1653,371,2580
1667,371,990
1682,371,994
1695,371,1490
1697,371,2583
1699,371,1490
1701,371,2583
1717,371,2567
1748,371,4896
1765,371,985
1794,371,1491
1804,371,983
1808,371,1491
1859,371,982
1863,371,1491
1898,371,1494
1926,371,2573
1929,371,1494
1935,371,2573
1939,371,1494
1942,371,2573
1943,371,1494
1961,371,2573
1965,371,1494
1970,371,2573
1974,371,980
1981,371,1495
2079,371,1496
2088,371,1565
2217,371,1497
2306,371,1564
2369,371,1498
2490,371,1479
2558,371,1478
2627,371,1286
2635,371,1478
2636,371,1283
2690,371,253
2694,371,1283
2701,371,4364
2710,371,1283
2712,371,4364
2713,371,1283
2715,371,4110
2720,371,1283
2721,371,4110
2737,371,1282
2739,371,252
2746,371,251
2778,371,1280
2798,371,1975
2874,371,1266
2937,371,1267
2958,371,1984
2971,371,1259
2992,371,4163
2994,371,1259
2995,371,26
3005,371,4163
3019,371,4166
3032,371,3
3033,371,4166
3034,371,3
3066,371,1255
3088,371,25
3099,371,1926
3143,371,39
3165,371,1256
3187,371,37
3219,371,4241
3223,371,1834
3225,371,4241
3230,371,1834
3237,371,273
3238,371,274
3251,371,1960
3262,371,4148
3279,371,311
3300,371,1752
3339,371,1959
3371,371,4117
3397,371,4147
3409,371,308
3434,371,1956
3449,371,1753
3462,371,1957
3478,371,306
3481,371,1957
3488,371,1083
3547,371,1079
3598,371,1972
3624,371,4266
3653,371,1962
3674,371,305
3709,371,1078
3797,371,2427
3805,371,1076
3808,371,1075
3897,371,4690
3922,371,1071
3972,371,2428
4019,371,2433
4022,371,2428
4023,371,2433
4118,371,1064
4218,371,2432
4288,371,2443
4322,371,1062
4406,371,2442
4479,371,1055
4604,371,2435
4662,371,2446
4704,371,1052
4874,371,1047
4978,371,1043
4985,371,1384
5020,371,1381
5242,371,1034
5333,371,1442
5337,371,1034
5340,371,1442
5375,371,1667
5394,371,1666
5472,371,1668
0,372,1683
85,372,1685
302,372,1686
552,372,1684
737,372,1558
869,372,2485
905,372,2486
940,372,2488
994,372,2608
1047,372,4917
1085,372,2501
1093,372,2006
1153,372,2503
1188,372,4918
1225,372,909
1255,372,906
1277,372,2016
1306,372,4902
1317,372,908
1345,372,2517
1357,372,910
1373,372,1663
1386,372,2518
1390,372,1663
1414,372,4898
1426,372,1663
1429,372,4898
1430,372,1663
1431,372,4898
1433,372,1663
1434,372,4898
1435,372,1663
1485,372,1001
1486,372,1663
1488,372,1001
1535,372,2588
1537,372,991
1572,372,4894
1597,372,1805
1630,372,4895
1655,372,2580
1665,372,990
1684,372,994
1695,372,1490
1697,372,2583
1716,372,2567
1748,372,4896
1766,372,985
1794,372,1491
1803,372,983
1807,372,1491
1858,372,982
1866,372,1491
1897,372,1494
1927,372,2573
1928,372,1494
1961,372,2573
1964,372,1494
1969,372,2573
1974,372,980
1980,372,1495
2080,372,1496
2086,372,1565
2219,372,1497
2304,372,1564
2373,372,1498
2489,372,1479
2560,372,1478
2620,372,1286
2636,372,1283
2691,372,253
2693,372,1283
2702,372,4364
2704,372,1283
2706,372,4364
2710,372,1283
2711,372,4364
2713,372,1283
2716,372,4110
2719,372,1283
2721,372,4110
2730,372,252
2733,372,4110
2736,372,1282
2740,372,252
2747,372,251
2748,372,252
2750,372,251
2777,372,1280
2798,372,1975
2875,372,1266
2937,372,1267
2958,372,1984
2971,372,1259
2995,372,26
3006,372,4163
3018,372,4166
3036,372,3
3064,372,1255
3089,372,25
3102,372,1927
3103,372,1926
3142,372,39
3167,372,1256
3187,372,37
3219,372,4241
3232,372,1834
3237,372,273
3239,372,274
3244,372,1960
3247,372,274
3251,372,1960
3262,372,4148
3279,372,311
3300,372,1752
3339,372,1959
3357,372,294
3359,372,1959
3368,372,294
3373,372,4117
3394,372,4147
3416,372,308
3433,372,1956
3451,372,1753
3463,372,1957
3478,372,306
3484,372,1957
3487,372,1083
3547,372,1079
3597,372,1972
3622,372,4266
3653,372,1962
3674,372,305
3709,372,1078
3797,372,2427
3804,372,1076
3807,372,1075
3897,372,4690
3922,372,1071
3972,372,2428
4013,372,2433
4118,372,480
4120,372,1064
4218,372,2432
4286,372,2443
4322,372,1062
4406,372,2442
4478,372,1055
4602,372,2435
4660,372,2446
4705,372,1052
4874,372,1047
4978,372,1043
4985,372,1384
5021,372,1381
5242,372,1034
5334,372,1442
5336,372,1034
5340,372,1442
5375,372,1667
5396,372,1666
5471,372,1668
0,373,1683
85,373,1685
302,373,1686
552,373,1684
738,373,1558
870,373,2485
904,373,2486
937,373,2488
995,373,2608
1048,373,4917
1086,373,2501
1092,373,2006
1152,373,2503
1187,373,4918
1225,373,909
1255,373,906
1278,373,2016
1305,373,4902
1318,373,908
1345,373,2517
1358,373,910
1372,373,1663
1384,373,2518
1390,373,1663
1412,373,4898
1426,373,1663
1427,373,4898
1437,373,1663
1489,373,1001
1536,373,991
1572,373,4894
1598,373,1805
1629,373,4895
1656,373,2580
1665,373,990
1684,373,994
1694,373,1490
1696,373,2583
1716,373,2567
1748,373,4896
1767,373,985
1794,373,1491
1803,373,983
1806,373,1491
1856,373,982
1865,373,1491
1895,373,1494
1929,373,2573
1930,373,1494
1969,373,2573
1974,373,980
1980,373,1495
2080,373,1496
2084,373,1565
2221,373,1497
2299,373,1564
2375,373,1498
2487,373,1479
2562,373,1478
2618,373,1286
2637,373,1283
2690,373,253
2693,373,1283
2706,373,4364
2710,373,1283
2720,373,4110
2729,373,252
2735,373,1282
2739,373,252
2751,373,251
2776,373,1280
2798,373,1975
2876,373,1266
2938,373,1267
2957,373,1984
2971,373,1259
2979,373,1984
2981,373,1259
2996,373,26
3006,373,4163
3018,373,4166
3039,373,3
3042,373,4166
3045,373,3
3064,373,1255
3072,373,3
3074,373,1255
3089,373,25
3102,373,1927
3107,373,1926
3141,373,39
3167,373,1935
3168,373,1256
3187,373,37
3218,373,4241
3235,373,1834
3236,373,273
3241,373,274
3242,373,1960
3249,373,274
3251,373,1960
3263,373,4148
3280,373,311
3300,373,1752
3339,373,1959
3356,373,294
3361,373,1959
3367,373,294
3373,373,4117
3387,373,4248
3391,373,4117
3395,373,4147
3417,373,308
3432,373,1956
3452,373,1753
3463,373,1957
3478,373,306
3488,373,1083
3547,373,1079
3597,373,1972
3622,373,4266
3653,373,1962
3667,373,305
3709,373,1078
3798,373,2427
3804,373,1076
3807,373,1075
3897,373,4690
3922,373,1071
3973,373,2428
4007,373,2433
4119,373,480
4120,373,1064
4219,373,2432
4284,373,2443
4322,373,1062
4406,373,2442
4478,373,1055
4601,373,2435
4659,373,2446
4705,373,1052
4874,373,1047
4980,373,1043
4984,373,1384
5021,373,1381
5242,373,1034
5340,373,1442
5374,373,1667
5399,373,1666
5469,373,1668
0,374,1683
85,374,1685
302,374,1686
551,374,1684
738,374,1558
874,374,2485
879,374,873
881,374,2485
903,374,2486
936,374,2488
996,374,2608
1048,374,4917
1086,374,2501
1091,374,2006
1151,374,2503
1187,374,4918
1226,374,909
1255,374,906
1279,374,2016
1305,374,4902
1318,374,908
1344,374,2517
1358,374,910
1370,374,1663
1381,374,2518
1390,374,1663
1405,374,4898
1438,374,1663
1487,374,1001
1488,374,1663
1489,374,1001
1536,374,991
1572,374,4894
1599,374,1805
1629,374,4895
1657,374,2580
1662,374,990
1685,374,994
1693,374,2583
1715,374,2567
1748,374,4896
1768,374,985
1795,374,1491
1802,374,983
1809,374,1491
1856,374,982
1865,374,1491
1893,374,1494
1929,374,2573
1930,374,1494
1969,374,2573
1975,374,980
1979,374,1495
2081,374,1496
2083,374,1565
2223,374,1497
2292,374,1564
2377,374,1498
2486,374,1479
2566,374,1478
2613,374,1286
2638,374,1283
2689,374,253
2693,374,1283
2706,374,4364
2713,374,1283
2720,374,4110
2727,374,252
2733,374,1282
2739,374,252
2753,374,251
2775,374,1280
2799,374,1975
2877,374,1266
2939,374,1267
2957,374,1984
2971,374,1259
2976,374,1984
2980,374,1259
2996,374,26
3006,374,4163
3017,374,4166
3046,374,3
3063,374,1255
3071,374,3
3074,374,1255
3090,374,25
3100,374,1927
3115,374,1926
3140,374,39
3166,374,1935
3168,374,1256
3187,374,37
3197,374,4241
3208,374,37
3211,374,4241
3212,374,37
3217,374,4241
3237,374,273
3242,374,1960
3263,374,4148
3281,374,311
3301,374,1752
3339,374,1959
3356,374,294
3363,374,1959
3367,374,294
3375,374,4117
3386,374,4248
3395,374,4147
3419,374,308
3430,374,1956
3453,374,1753
3463,374,4254
3468,374,1957
3477,374,306
3488,374,1083
3547,374,1082
3549,374,1079
3597,374,1972
3622,374,4266
3653,374,1962
3666,374,305
3709,374,1078
3798,374,2427
3803,374,1076
3808,374,1075
3897,374,4690
3923,374,1071
3974,374,2428
4006,374,2433
4119,374,480
4121,374,1064
4219,374,2432
4284,374,2443
4322,374,1062
4407,374,2442
4477,374,1055
4600,374,2435
4657,374,2446
4706,374,1052
4874,374,1047
4981,374,1384
5021,374,1381
5242,374,1034
5340,374,1442
5374,374,1667
5402,374,1666
5468,374,1668
0,375,1683
86,375,1685
302,375,1686
551,375,1684
738,375,1558
872,375,2485
878,375,873
886,375,2485
902,375,2486
935,375,2488
997,375,2608
1048,375,4917
1086,375,2501
1090,375,2006
1151,375,2503
1187,375,4918
1227,375,909
1255,375,906
1280,375,2016
1304,375,4902
1317,375,908
1343,375,2517
1360,375,910
1370,375,1663
1377,375,2518
1389,375,1663
1403,375,4898
1439,375,1663
1477,375,911
1478,375,1663
1479,375,911
1480,375,1663
1486,375,1001
1537,375,991
1572,375,4894
1600,375,1805
1628,375,4895
1657,375,2580
1660,375,990
1686,375,994
1692,375,2583
1715,375,2567
1748,375,4896
1772,375,985
1797,375,1491
1801,375,983
1810,375,1491
1855,375,982
1865,375,1491
1892,375,1494
1969,375,2573
1972,375,1494
1975,375,980
1978,375,1494
1979,375,1495
2083,375,1565
2225,375,1497
2285,375,1564
2381,375,1498
2484,375,1479
2568,375,1478
2606,375,1286
2639,375,1283
2689,375,253
2693,375,1283
2706,375,4364
2717,375,1283
2718,375,252
2720,375,4110
2725,375,252
2732,375,1282
2737,375,252
2754,375,251
2774,375,1280
2799,375,1975
2878,375,1266
2939,375,1267
2956,375,1984
2971,375,1259
2977,375,1984
2979,375,1259
2995,375,26
3006,375,4163
3015,375,4166
3046,375,3
3063,375,1255
3070,375,3
3074,375,1255
3090,375,25
3099,375,1927
3119,375,1926
3140,375,39
3165,375,1935
3168,375,1256
3187,375,38
3192,375,37
3194,375,4241
3237,375,273
3243,375,1960
3264,375,4148
3281,375,311
3301,375,1752
3339,375,1959
3355,375,294
3376,375,4117
3383,375,4248
3396,375,4147
3420,375,308
3429,375,1956
3456,375,1753
3461,375,4254
3472,375,1957
3477,375,306
3488,375,1083
3546,375,1082
3552,375,1079
3597,375,1972
3622,375,4266
3653,375,1962
3665,375,305
3709,375,1078
3799,375,2427
3802,375,1076
3808,375,1075
3896,375,4690
3924,375,1071
3975,375,2428
4004,375,2433
4119,375,480
4122,375,1064
4219,375,2432
4284,375,2443
4321,375,1062
4407,375,2442
4477,375,1055
4600,375,2435
4653,375,2446
4706,375,1052
4874,375,1047
4978,375,1384
5021,375,1381
5242,375,1034
5340,375,1442
5374,375,1667
5403,375,1666
5466,375,1668
0,376,1683
87,376,1685
